"codigoestacion","codigosensor","fechaobservacion","valorobservado","nombreestacion","departamento","municipio","zonahidrografica","latitud","longitud","descripcionsensor","unidadmedida"
"2119500111","0103","2020-06-03T02:10:00.000","0.6","BASE AEREA MELGAR - AUT","TOLIMA","MELGAR","ALTO MAGDALENA","4.212219444","-74.636830556","Velocidad Viento (10 min)","m/s"
"2610500131","0103","2020-06-03T01:40:00.000","1.7","SANTA LUCIA - AUT","VALLE DEL CAUCA","TULUÁ","CAUCA","3.929055556","-75.940638889","Velocidad Viento (10 min)","m/s"
"0015065040","0103","2020-06-03T08:40:00.000","3.2","LA PAULINA - AUT","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.89813889","-72.82847222","Velocidad Viento (10 min)","m/s"
"0023065506","0103","2020-06-03T07:00:00.000","2.304","BELLAVISTA  - AUT","CUNDINAMARCA","FACATATIVÁ","ALTO MAGDALENA","4.861","-74.405","Velocidad Viento (10 min)","m/s"
"2603500127","0103","2020-06-03T02:20:00.000","1.3","REMOLINO ALERTAS - EL VOLCAN - AUT","CAUCA","EL TAMBO","CAUCA","2.542913889","-76.852061111","Velocidad Viento (10 min)","m/s"
"0023055502","0103","2020-06-03T02:35:00.000","0.05948335","VILLARAZ  - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.383333333","-75.06638889","Velocidad Viento (10 min)","m/s"
"0035025502","0103","2020-06-03T06:40:00.000","5.191","LA ESMERALDA-  - AUT","BOGOTA","BOGOTA, D.C","META","4.56","-74","Velocidad Viento (10 min)","m/s"
"0029004520","0103","2020-06-03T17:30:00.000","2.3","ESCUELA NAVAL BARRANQUILLA  - AUT","ATLANTICO","BARRANQUILLA","BAJO MAGDALENA","11.00638889","-74.785","Velocidad Viento (10 min)","m/s"
"0026115501","0103","2020-06-03T16:40:00.000","0.9386194","MANUEL MARIA MALLARINO  - AUT","VALLE DEL CAUCA","TRUJILLO","CAUCA","4.213611111","-76.31497222","Velocidad Viento (10 min)","m/s"
"0011025501","0103","2020-06-03T09:50:00.000","1.51676","CARMEN DE ATRATO  - AUT","CHOCO","EL CARMEN","ATRATO - DARIÉN","5.888719444","-76.14516667","Velocidad Viento (10 min)","m/s"
"0025025340","0103","2020-06-03T15:50:00.000","0.2","SAN MARCOS - AUT","SUCRE","SAN MARCOS","BAJO MAGDALENA- CAUCA -SAN JORGE","8.596833333","-75.14269444","Velocidad Viento (10 min)","m/s"
"0025025002","0103","2020-06-03T05:43:00.000","1.1","LOS ALAMOS","MAGDALENA","SAN SEBASTIÁN DE BUENAVISTA","BAJO MAGDALENA","9.304","-74.274","Velocidad Viento (10 min)","m/s"
"2612500130","0103","2020-06-03T18:30:00.000","0.3","SALENTO - AUT","QUINDÍO","SALENTO","CAUCA","4.633475","-75.568858333","Velocidad Viento (10 min)","m/s"
"0014015010","0103","2020-06-03T01:30:00.000","0","GALERAZAMBA  - AUT","BOLIVAR","SANTA CATALINA","CARIBE - LITORAL","10.79416667","-75.26055556","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2020-06-03T08:30:00.000","0.001913917","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"0021105030","0103","2020-06-03T14:20:00.000","1","ALGECIRAS - AUT","HUILA","ALGECIRAS","ALTO MAGDALENA","2.521694444","-75.32225","Velocidad Viento (10 min)","m/s"
"0016025040","0103","2020-06-03T11:50:00.000","2.8","CINERA-VILLA OLGA","NORTE DE SANTANDER","CÚCUTA","CATATUMBO","8.167777778","-72.46861111","Velocidad Viento (10 min)","m/s"
"2401500086","0103","2020-06-03T14:10:00.000","2.5","TUNJA-U.P.T.C - AUT","BOYACÁ","SAMACÁ","SOGAMOSO","5.4417","-73.5522","Velocidad Viento (10 min)","m/s"
"0026115501","0103","2020-06-03T06:25:00.000","0.01388889","MANUEL MARIA MALLARINO  - AUT","VALLE DEL CAUCA","TRUJILLO","CAUCA","4.213611111","-76.31497222","Velocidad Viento (10 min)","m/s"
"0035215030","0103","2020-06-03T07:20:00.000","1.3","PERENCO: PISBA","BOYACÁ","PISVA","META","5.721","-72.488","Velocidad Viento (10 min)","m/s"
"0022045010","0103","2020-06-03T22:30:00.000","0.7","DEMOSTRACION GRANJA  - AUT","TOLIMA","CHAPARRAL","SALDAÑA","3.722444444","-75.50344444","Velocidad Viento (10 min)","m/s"
"2702500107","0103","2020-06-03T19:00:00.000","0.8","ANGOSTURA - AUT","ANTIOQUIA","ANGOSTURA","NECHÍ","6.900555556","-75.326019444","Velocidad Viento (10 min)","m/s"
"0021255160","0103","2020-06-03T06:40:00.000","1.3","HACIENDA PAJONALES","TOLIMA","AMBALEMA","ALTO MAGDALENA","4.760722222","-74.83425","Velocidad Viento (10 min)","m/s"
"0011030010","0103","2020-06-03T16:40:00.000","0.8","PR CHOCO: CERTEGUI","CHOCÓ","CÉRTEGUI","ATRATO - DARIÉN","5.375","-76.613","Velocidad Viento (10 min)","m/s"
"3206500045","0103","2020-06-03T10:00:00.000","2.5","GRANADA SENA - AUT","META","GRANADA","GUAVIARE","3.516333333","-73.739733333","Velocidad Viento (10 min)","m/s"
"0029045190","0103","2020-06-03T20:50:00.000","2","APTO ERNESTO CORTIZOS TX GPRS","ATLÁNTICO","SOLEDAD","BAJO MAGDALENA","10.918","-74.78","Velocidad Viento (10 min)","m/s"
"0026085501","0103","2020-06-03T00:40:00.000","0.1320907","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0026155505","0103","2020-06-03T05:55:00.000","0.01691342","GRANJA LUKER  - AUT","CALDAS","PALESTINA","CAUCA","5.070275","-75.68555278","Velocidad Viento (10 min)","m/s"
"0023015501","0103","2020-06-03T05:35:00.000","3.257125","FRESNO  - AUT","TOLIMA","FRESNO","MEDIO MAGDALENA","5.155638889","-75.00313611","Velocidad Viento (10 min)","m/s"
"0016015120","0103","2020-06-03T14:50:00.000","2.9","UNIVERSIDAD DE PAMPLONA  - AUT","NORTE DE SANTANDER","PAMPLONA","CATATUMBO","7.360944444","-72.66605556","Velocidad Viento (10 min)","m/s"
"0021205524","0103","2020-06-03T18:20:00.000","0.853","VETA LARGA  - AUT","CUNDINAMARCA","ZIPAQUIRÁ","ALTO MAGDALENA","5.075","-74.057","Velocidad Viento (10 min)","m/s"
"2121500042","0103","2020-06-03T17:20:00.000","0.5","EL SILENCIO - AUT","TOLIMA","IBAGUÉ","ALTO MAGDALENA","4.600222222","-75.336","Velocidad Viento (10 min)","m/s"
"0024015503","0103","2020-06-03T02:30:00.000","0","CONFINES  - AUT","SANTANDER","CONFINES","SOGAMOSO","6.373027778","-73.20760833","Velocidad Viento (10 min)","m/s"
"0029065000","0103","2020-06-03T10:10:00.000","1.1","MEDIA LUNA - AUT","MAGDALENA","PIVIJAI","BAJO MAGDALENA","10.51002778","-74.50666667","Velocidad Viento (10 min)","m/s"
"0026145504","0103","2020-06-03T01:15:00.000","0","OSPIRMA  - AUT","RISARALDA","GUÁTICA","CAUCA","5.325552778","-75.812775","Velocidad Viento (10 min)","m/s"
"0026135501","0103","2020-06-03T01:15:00.000","1.434428","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Velocidad Viento (10 min)","m/s"
"0029015000","0103","2020-06-03T05:00:00.000","0.8","EL GUAMO - AUT","BOLIVAR","EL GUAMO","BAJO MAGDALENA","10.06444444","-74.85222222","Velocidad Viento (10 min)","m/s"
"2603500127","0103","2020-06-03T03:30:00.000","0.9","REMOLINO ALERTAS - EL VOLCAN - AUT","CAUCA","EL TAMBO","CAUCA","2.542913889","-76.852061111","Velocidad Viento (10 min)","m/s"
"0026255030","0103","2020-06-03T10:10:00.000","0.9","SANTA ISABEL VALDIVIA - AUT","ANTIOQUIA","VALDIVIA","CAUCA","7.157277778","-75.44222222","Velocidad Viento (10 min)","m/s"
"0021205517","0103","2020-06-03T14:50:00.000","0.691","PARQUE SOPO  - AUT","CUNDINAMARCA","SOPÓ","ALTO MAGDALENA","4.788","-74.05","Velocidad Viento (10 min)","m/s"
"0036015501","0103","2020-06-03T16:35:00.000","2.133222","TAMARA  - AUT","CASANARE","TÁMARA","CASANARE","5.872219444","-72.11944167","Velocidad Viento (10 min)","m/s"
"0016015120","0103","2020-06-03T04:00:00.000","1.1","UNIVERSIDAD DE PAMPLONA  - AUT","NORTE DE SANTANDER","PAMPLONA","CATATUMBO","7.360944444","-72.66605556","Velocidad Viento (10 min)","m/s"
"0023025502","0103","2020-06-03T12:20:00.000","0.8586445","ALMACAFE LETRAS  - AUT","CALDAS","MANIZALES","MEDIO MAGDALENA","5.044997222","-75.33221944","Velocidad Viento (10 min)","m/s"
"0024055070","0103","2020-06-03T07:20:00.000","1.8","SAN  VICENTE DE CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","MEDIO MAGDALENA","6.823388889","-73.47205556","Velocidad Viento (10 min)","m/s"
"0012045020","0103","2020-06-03T04:20:00.000","0.4","CRISTO REY  - AUT","CORDOBA","PUERTO ESCONDIDO","CARIBE - LITORAL","9.071111111","-76.22444444","Velocidad Viento (10 min)","m/s"
"1111500036","0103","2020-06-03T00:00:00.000","0.6","ABRIAQUI - AUT","ANTIOQUIA","ABRIAQUÍ","ATRATO - DARIÉN","6.6363","-76.070733333","Velocidad Viento (10 min)","m/s"
"0015065040","0103","2020-06-03T04:00:00.000","1","LA PAULINA - AUT","LA GUAJIRA","FONSECA","CARIBE - GUAJIRA","10.89813889","-72.82847222","Velocidad Viento (10 min)","m/s"
"0023025501","0103","2020-06-03T08:55:00.000","1.231848","MANZANARES  - AUT","CALDAS","MANZANARES","MEDIO MAGDALENA","5.163913889","-75.11740833","Velocidad Viento (10 min)","m/s"
"0026125505","0103","2020-06-03T15:55:00.000","0.1811842","LA BELLA  - AUT","QUINDÍO","CALARCÁ","CAUCA","4.501111111","-75.67138889","Velocidad Viento (10 min)","m/s"
"2613500126","0103","2020-06-03T17:30:00.000","1.1","POTREROS - AUT","RISARALDA","SANTA ROSA DE CABAL","CAUCA","4.885680556","-75.558080556","Velocidad Viento (10 min)","m/s"
"0021205527","0103","2020-06-03T14:00:00.000","2.45","ALTO DEL AIRE  - AUT","CUNDINAMARCA","CUCUNUBÁ","ALTO MAGDALENA","5.198","-73.805","Velocidad Viento (10 min)","m/s"
"0023205050","0103","2020-06-03T15:40:00.000","2.5","CANELOS  - AUT","BOLIVAR","SANTA ROSA DEL SUR","MEDIO MAGDALENA","7.885416667","-74.24097222","Velocidad Viento (10 min)","m/s"
"0035215030","0103","2020-06-03T07:50:00.000","0.4","PERENCO: PISBA","BOYACÁ","PISVA","META","5.721","-72.488","Velocidad Viento (10 min)","m/s"
"0024055080","0103","2020-06-03T06:00:00.000","1.2","VIZCAINA LA LIZAMA  - AUT","SANTANDER","BARRANCABERMEJA","SOGAMOSO","6.982972222","-73.70488889","Velocidad Viento (10 min)","m/s"
"2801500078","0103","2020-06-03T15:50:00.000","2.5","HATICO DE LOS INDIOS - AUT","LA GUAJIRA","SAN JUAN DEL CESAR","CESAR","10.860305556","-73.114222222","Velocidad Viento (10 min)","m/s"
"0024035340","0103","2020-06-03T17:20:00.000","2.5","AEROPUERTO A LLERAS C","BOYACÁ","SOGAMOSO","SOGAMOSO","5.677","-72.968","Velocidad Viento (10 min)","m/s"
"0024025090","0103","2020-06-03T12:30:00.000","1.4","MOGOTES - AUT","SANTANDER","MOGOTES","SOGAMOSO","6.47","-72.96888889","Velocidad Viento (10 min)","m/s"
"0024015503","0103","2020-06-03T07:10:00.000","1.85979","CONFINES  - AUT","SANTANDER","CONFINES","SOGAMOSO","6.373027778","-73.20760833","Velocidad Viento (10 min)","m/s"
"0017035010","0103","2020-06-03T02:20:00.000","17","SERRANILLA","SAN ANDRÉS PROVIDENCIA","SAN ANDRÉS","ISLAS CARIBE","15.797","-79.852","Velocidad Viento (10 min)","m/s"
"0026075501","0103","2020-06-03T03:35:00.000","0.005285858","FLORIDA  - AUT","VALLE DEL CAUCA","FLORIDA","CAUCA","3.291469444","-76.17735833","Velocidad Viento (10 min)","m/s"
"0021205502","0103","2020-06-03T07:15:00.000","0.0002835786","MISIONES  - AUT","CUNDINAMARCA","EL COLEGIO","ALTO MAGDALENA","4.544997222","-74.44055556","Velocidad Viento (10 min)","m/s"
"2610500131","0103","2020-06-03T00:20:00.000","0.9","SANTA LUCIA - AUT","VALLE DEL CAUCA","TULUÁ","CAUCA","3.929055556","-75.940638889","Velocidad Viento (10 min)","m/s"
"0024055070","0103","2020-06-03T16:30:00.000","1.9","SAN  VICENTE DE CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","MEDIO MAGDALENA","6.823388889","-73.47205556","Velocidad Viento (10 min)","m/s"
"0026135501","0103","2020-06-03T04:10:00.000","0.4862168","EL PILAMO  - AUT","RISARALDA","PEREIRA","CAUCA","4.868333333","-75.79333333","Velocidad Viento (10 min)","m/s"
"2119500111","0103","2020-06-03T00:40:00.000","2.5","BASE AEREA MELGAR - AUT","TOLIMA","MELGAR","ALTO MAGDALENA","4.212219444","-74.636830556","Velocidad Viento (10 min)","m/s"
"0021206280","0103","2020-06-03T15:30:00.000","1.3","ACAPULCO","CUNDINAMARCA","BOJACÁ","ALTO MAGDALENA","4.653833333","-74.33305556","Velocidad Viento (10 min)","m/s"
"0029065501","0103","2020-06-03T03:20:00.000","1.34462","CIENAGA,LA  - AUT","MAGDALENA","CIÉNAGA","BAJO MAGDALENA","10.89785833","-74.08156667","Velocidad Viento (10 min)","m/s"
"3706500109","0103","2020-06-03T05:20:00.000","1","ARAUCA TERMINAL - AUT","ARAUCA","ARAUCA","ARAUCA","7.063780556","-70.733080556","Velocidad Viento (10 min)","m/s"
"2201500047","0103","2020-06-03T00:10:00.000","1.3","HERRERA - AUT","TOLIMA","PLANADAS","SALDAÑA","3.284138889","-75.80245","Velocidad Viento (10 min)","m/s"
"2306500106","0103","2020-06-03T03:30:00.000","1.3","ALTO DEL TRIGO - AUT","CUNDINAMARCA","GUADUAS","MEDIO MAGDALENA","5.001902778","-74.537586111","Velocidad Viento (10 min)","m/s"
"2621500070","0103","2020-06-03T16:30:00.000","9.2","ITUANGO - AUT","ANTIOQUIA","ITUANGO","CAUCA","7.175363889","-75.766358333","Velocidad Viento (10 min)","m/s"
"0021165502","0103","2020-06-03T12:10:00.000","1.713359","VILLARICA  - AUT","TOLIMA","VILLARRICA","ALTO MAGDALENA","3.955641667","-74.59178611","Velocidad Viento (10 min)","m/s"
"0021205480","0103","2020-06-03T14:50:00.000","1.756","IBERIA LA","CUNDINAMARCA","CHOCONTÁ","ALTO MAGDALENA","5.033","-73.717","Velocidad Viento (10 min)","m/s"
"0021205660","0103","2020-06-03T19:20:00.000","0.7","MERCEDES - AUT","CUNDINAMARCA","ANAPOIMA","ALTO MAGDALENA","4.581888889","-74.52661111","Velocidad Viento (10 min)","m/s"
"3702500113","0103","2020-06-03T20:10:00.000","1.1","CAMPO HERMOSO - AUT","NORTE DE SANTANDER","TOLEDO","ARAUCA","7.099138889","-72.300419444","Velocidad Viento (10 min)","m/s"
"0021205517","0103","2020-06-03T07:00:00.000","0.194","PARQUE SOPO  - AUT","CUNDINAMARCA","SOPÓ","ALTO MAGDALENA","4.788","-74.05","Velocidad Viento (10 min)","m/s"
"0021205525","0103","2020-06-03T03:50:00.000","1.013","VILLA PINZON  - AUT","CUNDINAMARCA","VILLAPINZÓN","ALTO MAGDALENA","5.229","-73.585","Velocidad Viento (10 min)","m/s"
"0035215020","0103","2020-06-03T14:50:00.000","3.1","APTO YOPAL","CASANARE","YOPAL","META","5.32","-72.388","Velocidad Viento (10 min)","m/s"
"0023105070","0103","2020-06-03T22:30:00.000","1.2","MACEO - AUT","ANTIOQUIA","YOLOMBÓ","MEDIO MAGDALENA","6.571638889","-74.79472222","Velocidad Viento (10 min)","m/s"
"0053115502","0103","2020-06-03T06:55:00.000","0.9666158","JULIO FERNANDEZ  - AUT","VALLE DEL CAUCA","RESTREPO","TAPAJE - DAGUA - DIRECTOS","3.809163889","-76.53305556","Velocidad Viento (10 min)","m/s"
"0015065190","0103","2020-06-03T13:30:00.000","8.6","MONGUI","LA GUAJIRA","RIOHACHA","CARIBE - GUAJIRA","11.227","-72.821","Velocidad Viento (10 min)","m/s"
"0011025501","0103","2020-06-03T02:45:00.000","0","CARMEN DE ATRATO  - AUT","CHOCO","EL CARMEN","ATRATO - DARIÉN","5.888719444","-76.14516667","Velocidad Viento (10 min)","m/s"
"0052055501","0103","2020-06-03T02:10:00.000","0.003521459","OSPINA PEREZ  - AUT","NARIÑO","CONSACÁ","PATÍA","1.254722222","-77.48777778","Velocidad Viento (10 min)","m/s"
"0035215030","0103","2020-06-03T14:00:00.000","5.4","PERENCO: PISBA","BOYACÁ","PISVA","META","5.721","-72.488","Velocidad Viento (10 min)","m/s"
"0026065502","0103","2020-06-03T02:50:00.000","0.1241605","TRINIDAD LA  - AUT","CAUCA","PIENDAMÓ","CAUCA","2.750555556","-76.57916667","Velocidad Viento (10 min)","m/s"
"3206500058","0103","2020-06-03T20:50:00.000","1","LEJANÍAS - AUT","META","LEJANÍAS","GUAVIARE","3.518202778","-74.0063","Velocidad Viento (10 min)","m/s"
"0036015020","0103","2020-06-03T19:50:00.000","2.4","EL DIAMANTE - AUT","CASANARE","PAZ DE ARIPORO","META","5.816194444","-71.41983333","Velocidad Viento (10 min)","m/s"
"0024055070","0103","2020-06-03T06:00:00.000","3.4","SAN  VICENTE DE CHUCURI  - AUT","SANTANDER","SAN VICENTE DE CHUCURÍ","MEDIO MAGDALENA","6.823388889","-73.47205556","Velocidad Viento (10 min)","m/s"
"0026125710","0103","2020-06-03T18:30:00.000","0.5","APTO MATECAÑA TX GPS/GOES","RISARALDA","PEREIRA","CAUCA","4.813","-75.74","Velocidad Viento (10 min)","m/s"
"0023065502","0103","2020-06-03T02:40:00.000","1.548653","LA PALMA  - AUT","CUNDINAMARCA","LA PALMA","MEDIO MAGDALENA","5.330266667","-74.40156111","Velocidad Viento (10 min)","m/s"
"0026085501","0103","2020-06-03T12:10:00.000","0","LA CELIA  - AUT","RISARALDA","LA CELIA","CAUCA","5.001330556","-75.998","Velocidad Viento (10 min)","m/s"
"0027015330","0103","2020-06-03T03:40:00.000","1.6","APTO OLAYA HERRERA - TX GPRS","ANTIOQUIA","MEDELLÍN","NECHÍ","6.221","-75.589","Velocidad Viento (10 min)","m/s"
"2403500084","0103","2020-06-03T12:10:00.000","3.1","MONGUA - AUT","BOYACÁ","MONGUA","SOGAMOSO","5.758019444","-72.79485","Velocidad Viento (10 min)","m/s"
"0022025501","0103","2020-06-03T15:35:00.000","0.4926641","ATACO  - AUT","TOLIMA","ATACO","SALDAÑA","3.416666667","-75.63305556","Velocidad Viento (10 min)","m/s"
"0054025010","0103","2020-06-03T13:00:00.000","1.8","PR CHOCO: SAN JOSE PALMAR","CHOCÓ","SAN JOSÉ DEL PALMAR","SAN JUÁN","4.898","-76.232","Velocidad Viento (10 min)","m/s"
"0024035340","0103","2020-06-03T07:20:00.000","1.6","AEROPUERTO A LLERAS C","BOYACÁ","SOGAMOSO","SOGAMOSO","5.677","-72.968","Velocidad Viento (10 min)","m/s"
"0023205050","0103","2020-06-03T03:00:00.000","2.5","CANELOS  - AUT","BOLIVAR","SANTA ROSA DEL SUR","MEDIO MAGDALENA","7.885416667","-74.24097222","Velocidad Viento (10 min)","m/s"
"0024015503","0103","2020-06-03T15:20:00.000","1.639544","CONFINES  - AUT","SANTANDER","CONFINES","SOGAMOSO","6.373027778","-73.20760833","Velocidad Viento (10 min)","m/s"
"0026155502","0103","2020-06-03T14:20:00.000","0.2590635","CENICAFE  - AUT","CALDAS","MANIZALES","CAUCA","4.991111111","-75.59749722","Velocidad Viento (10 min)","m/s"
"0026125502","0103","2020-06-03T09:55:00.000","1.302811","CAICEDONIA  - AUT","VALLE DEL CAUCA","CAICEDONIA","CAUCA","4.297558333","-75.86396111","Velocidad Viento (10 min)","m/s"
"0028035070","0103","2020-06-03T11:00:00.000","4.2","GUATAPURI - AUT","CESAR","VALLEDUPAR","CESAR","10.73213889","-73.39241667","Velocidad Viento (10 min)","m/s"
"0037015030","0103","2020-06-03T06:00:00.000","3.9","BERLIN - AUT","SANTANDER","TONA","ARAUCA","7.187","-72.8685","Velocidad Viento (10 min)","m/s"
"0026215501","0103","2020-06-03T07:40:00.000","0","CONCORDIA  - AUT","ANTIOQUIA","CONCORDIA","CAUCA","6.042441667","-75.92149722","Velocidad Viento (10 min)","m/s"
"0024015501","0103","2020-06-03T10:50:00.000","2.58999","BERTHA  - AUT","BOYACÁ","MONIQUIRÁ","SOGAMOSO","5.882777778","-73.57333056","Velocidad Viento (10 min)","m/s"
"0024015508","0103","2020-06-03T05:40:00.000","1.128","HACIENDA LA MESA  - AUT","CUNDINAMARCA","PASCA","ALTO MAGDALENA","4.308","-74.282","Velocidad Viento (10 min)","m/s"
"0025025190","0103","2020-06-03T19:40:00.000","0.3","PLANETA RICA  - AUT","CORDOBA","PLANETA RICA","BAJO MAGDALENA- CAUCA -SAN JORGE","8.399333333","-75.58372222","Velocidad Viento (10 min)","m/s"
"0029004520","0103","2020-06-03T22:40:00.000","1.5","ESCUELA NAVAL BARRANQUILLA  - AUT","ATLANTICO","BARRANQUILLA","BAJO MAGDALENA","11.00638889","-74.785","Velocidad Viento (10 min)","m/s"
"2305500055","0103","2020-06-03T22:20:00.000","0.5","SAN JOSE DE PENSILVANIA - AUT","CALDAS","PENSILVANIA","MEDIO MAGDALENA","5.372638889","-75.150138889","Velocidad Viento (10 min)","m/s"
"0021205940","0103","2020-06-03T04:10:00.000","1","VILLA INES  - AUT","CUNDINAMARCA","FACATATIVÁ","ALTO MAGDALENA","4.834972222","-74.38397222","Velocidad Viento (10 min)","m/s"
"2805500075","0103","2020-06-03T23:40:00.000","0.3","CURUMANÍ - AUT","CESAR","CURUMANÍ","CESAR","9.238138889","-73.512916667","Velocidad Viento (10 min)","m/s"
"2202500051","0103","2020-06-03T18:10:00.000","0.4","PLANADAS - AUT","TOLIMA","PLANADAS","SALDAÑA","3.2058","-75.6542","Velocidad Viento (10 min)","m/s"
"0021205514","0103","2020-06-03T14:30:00.000","0.813","LAS MARGARITAS  - AUT","CUNDINAMARCA","EL ROSAL","ALTO MAGDALENA","4.469","-74.079","Velocidad Viento (10 min)","m/s"
"0016015502","0103","2020-06-03T00:20:00.000","0.3460594","BLONAY  - AUT","NORTE DE SANTANDER","CHINÁCOTA","CATATUMBO","7.564997222","-72.62110833","Velocidad Viento (10 min)","m/s"
